Tarih,Fiyat,Fiyat_Sayisal,Konum,Detaylar,URL
2025-12-14 19:21:31,27.500 TL,27.5,Sultanbeyli - Hamidiye Mahallesi,,https://www.emlakjet.com/ilan/cevik-yapi-emlaktan-kiralik-daire-31-18616381
2025-12-14 19:21:31,32.000 TL,32.0,Çekmeköy - Mimar Sinan Mahallesi,,https://www.emlakjet.com/ilan/cavusbasi-cd-ne-paralel-21-mustakil-terasli-keyifli-daire-18588068
2025-12-14 19:21:31,20.000 TL,20.0,Küçükçekmece - Söğütlü Çeşme Mahallesi,,https://www.emlakjet.com/ilan/evalmak-tan-sogutlcesme-mah-de-kiralik-11-acik-mutfak-daire-18585069
2025-12-14 19:21:31,52.000 TL,52.0,Kartal - Orhantepe Mahallesi,,https://www.emlakjet.com/ilan/kartal-dragos-ta-prava-sitesinde-sahane-21-kiralik-dairemiz-18583321
2025-12-14 19:21:31,50.000 TL,50.0,Şişli - 19 Mayıs Mahallesi,,https://www.emlakjet.com/ilan/sisli-19-mayis-da-yeni-bina-da-esyali-firsat-11-daire-18582973
2025-12-14 19:21:32,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Kağıthane - Telsizler Mahallesi,,https://www.emlakjet.com/ilan/esyalicadde-ye-20m-mesaf-levent-e-ve-ulasim-a-yakin-arakt-11-18559081
2025-12-14 19:21:32,23.000 TL,23.0,Kağıthane - Telsizler Mahallesi,,https://www.emlakjet.com/ilan/merkezi-lokasyonda-ulasim-sorunu-olmayan-arakat-ayri-mutfakli21-18559075
2025-12-14 19:21:32,27.500 TL,27.5,Şişli - Gülbahar Mahallesi,,https://www.emlakjet.com/ilan/levent-ve-gayrettepe-ye-yakin-yeni-binada-11-daire-18559048
2025-12-14 19:21:32,40.000 TL,40.0,Şişli - Mecidiyeköy Mahallesi,,https://www.emlakjet.com/ilan/mecidiyekoy-de-metro-metrobuse-3-dk-21-full-esyali-daire-18559044
2025-12-14 19:21:32,90.000 TL,90.0,Sarıyer - Maslak Mahallesi,,https://www.emlakjet.com/ilan/aylik-odeme-mashattan-21-kiralik-havuz-cephe-daire-18558327
2025-12-14 19:21:33,25.000 TL,25.0,Fatih - Haseki Sultan Mahallesi,,https://www.emlakjet.com/ilan/fatih-cerrahpasa-mah-merkezi-konumda-esyali-21-kiralik-daire-18547071
2025-12-14 19:21:33,18.000 TL,18.0,Sancaktepe - Abdurrahmangazi Mahallesi,,https://www.emlakjet.com/ilan/21-kiralik-temiz-ferah-daire-18544452
2025-12-14 19:21:33,115.000 TL,115.0,Sarıyer - Maslak Mahallesi,,https://www.emlakjet.com/ilan/maslak-1453-31-esyali-yuksek-tavan-firsat-daire-18543816
2025-12-14 19:21:33,55.000 TL,55.0,Sarıyer - Huzur Mahallesi,,https://www.emlakjet.com/ilan/skyland-istanbul-10-yuksek-kat-temiz-kiralik-18543807
2025-12-14 19:21:33,"35.000 TL
37.500 TL",,Kartal - Hürriyet Mahallesi,,https://www.emlakjet.com/ilan/selective-evlerinde-11-65-m2-esyali-arakat-daire-18427116
2025-12-14 19:21:33,35.000 TL,35.0,Beşiktaş - Türkali Mahallesi,,https://www.emlakjet.com/ilan/besiktas-abbasaga-parkinda-80m2-21-deniz-manzarali-daire-ceyhun-emlak-18274020
2025-12-14 19:21:34,34.000 TL,34.0,Şişli - Mecidiyeköy Mahallesi,,https://www.emlakjet.com/ilan/esyalicadde-uzeri-mecidiyekoy-meydan-10dk-arakat-duz-ayak-11-18247980
2025-12-14 19:21:34,29.500 TL,29.5,Pendik - Güzelyalı Mahallesi,,https://www.emlakjet.com/ilan/guven-emlaktan-kiralik-31-kapali-garajli-temiz-daire-7931260
2025-12-14 19:21:34,20.000 TL,20.0,Sultangazi - Yunus Emre Mahallesi,,https://www.emlakjet.com/ilan/sultangazi-yunus-emre-mah-sahibinden-kiralik-21-daire-sahibi-iletisim-o538-96o-9139-18618762
2025-12-14 19:21:34,60.000 TL,60.0,Büyükçekmece - Pınartepe Mahallesi,,https://www.emlakjet.com/ilan/hilal-konaklarin-da-luks-31-kiralik-bahce-kati-daire-18618759
2025-12-14 19:21:34,33.000 TL,33.0,Kağıthane - Hürriyet Mahallesi,,https://www.emlakjet.com/ilan/hurriyet-mahallesinde-sifir-21-65-m2-2-kat-kombili-asansorlu-ferah-daire-18618758
2025-12-14 19:21:34,20.000 TL,20.0,Pendik - Dumlupınar Mahallesi,,https://www.emlakjet.com/ilan/pendik-dumlupinar-mah-sahibinden-kiralik-21-daire-sahibi-iletisim-o538-96o-9139-18618749
2025-12-14 19:21:35,34.000 TL,34.0,Bahçelievler - Fevzi Çakmak Mahallesi,,https://www.emlakjet.com/ilan/e5-metro-metrobuz-yakini-sifir-11-daire-18618734
2025-12-14 19:21:35,34.000 TL,34.0,Bahçelievler - Yenibosna Merkez Mahallesi,,https://www.emlakjet.com/ilan/yenibosnada-e5-metro-yakini-11-sifir-daire-18618700
2025-12-14 19:21:35,34.000 TL,34.0,Bahçelievler - Çobançeşme Mahallesi,,https://www.emlakjet.com/ilan/memura-kiralik-11-sifir-daire-e5-metro-yakini-18618695
2025-12-14 19:21:35,22.000 TL,22.0,Güngören - Haznedar Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-tasinmaya-hazir-21-daire-gungoren-haznedar-mah-18618690
2025-12-14 19:21:35,26.000 TL,26.0,Tuzla - Evliya Çelebi Mahallesi,,https://www.emlakjet.com/ilan/t-r-gayrimenkul-den-evliya-celebi-de-kiralik-31-18618667
2025-12-14 19:21:35,30.000 TL,30.0,Sancaktepe - Fatih Mahallesi,,https://www.emlakjet.com/ilan/t-r-gayrimenkul-den-kiralik-21-dubleks-daire-18618666
2025-12-14 19:21:36,20.000 TL,20.0,Küçükçekmece - Gültepe Mahallesi,,https://www.emlakjet.com/ilan/kucukcekmece-gultepe-mah-sahibinden-kiralik-21-daire-sahibi-iletisim-o538-96o-9139-18618640
2025-12-14 19:21:48,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Tuzla - Evliya Çelebi Mahallesi,,https://www.emlakjet.com/ilan/t-r-gayrimenkul-den-evliya-celebi-de-kiralik-31-18618667
2025-12-14 19:21:48,20.000 TL,20.0,Bahçelievler - Yenibosna Merkez Mahallesi,,https://www.emlakjet.com/ilan/yenibosna-merkez-mah-sahibinden-kiralik-21-modern-daire-ev-sahibi-iletisim-o538-839-o679-18618612
2025-12-14 19:21:48,35.500 TL,35.5,Ümraniye - Tatlısu Mahallesi,,https://www.emlakjet.com/ilan/site-ozellikli-binada-komple-yenilenmis-genis-balkonlu-firsat-18618566
2025-12-14 19:21:49,18.500 TL,18.5,Esenyurt - Pınar Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-18618564
2025-12-14 19:21:49,35.000 TL,35.0,Şişli - Eskişehir Mahallesi,,https://www.emlakjet.com/ilan/sisli-harbiye-cimen-sokakta-full-esyali-21-kiralik-daire-metro-ta-18618541
2025-12-14 19:21:49,30.000 TL,30.0,Kadıköy - Erenköy Mahallesi,,https://www.emlakjet.com/ilan/erenkoy-mah-ev-sahibinden-kiralik-21-daire-daire-sabinin-numarasi-o538-67o-2o-93-18618536
2025-12-14 19:21:49,20.000 TL,20.0,Pendik - Kurtköy Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-merkezi-konumda-21-daire-bu-numarayi-arayin-o538-67o-2o-93-18618511
2025-12-14 19:21:49,22.000 TL,22.0,Üsküdar - Altunizade Mahallesi,,https://www.emlakjet.com/ilan/uskudar-altunizade-mah-sahibinden-kiralik-modern-21-daire-18618497
2025-12-14 19:21:49,20.000 TL,20.0,Sultangazi - Cumhuriyet Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-merkezi-konumda-21-daire-bu-numarayi-arayin-o538-67o-2o-93-18618492
2025-12-14 19:21:49,25.000 TL,25.0,Bağcılar - Göztepe Mahallesi,,https://www.emlakjet.com/ilan/detaylar-aciklamada-18618484
2025-12-14 19:21:50,21.000 TL,21.0,Küçükçekmece - Cumhuriyet Mahallesi,,https://www.emlakjet.com/ilan/kucukcekmece-merkez-21-sahibinden-kiralik-daire-o537-978-69-45-bu-numarayi-arayin-18618468
2025-12-14 19:21:50,30.000 TL,30.0,Bahçelievler - Hürriyet Mahallesi,,https://www.emlakjet.com/ilan/yenibosna-ahmet-yesevi-cad-kiralik-31-18618465
2025-12-14 19:21:50,22.000 TL,22.0,Bakırköy - Şenlikköy Mahallesi,,https://www.emlakjet.com/ilan/bakirkoy-senlikkoy-mah-sahibinden-kiralik-21-yeni-daire-18618462
2025-12-14 19:21:50,27.000 TL,27.0,Maltepe - Küçükyalı Mahallesi,,https://www.emlakjet.com/ilan/kucukyali-mah-aile-binasinda-kiralik-21-daire-o537-978-69-45-bu-numarayi-arayin-18618458
2025-12-14 19:21:50,35.000 TL,35.0,Bakırköy - Osmaniye Mahallesi,,https://www.emlakjet.com/ilan/bakirkoy-osmaniye-gunay-sitesinde-kiralik-daire-18618453
2025-12-14 19:21:51,45.000 TL,45.0,Şişli - Gülbahar Mahallesi,,https://www.emlakjet.com/ilan/sehit-ertugrul-kabatas-cadde-uzerinde-31-daire-18618439
2025-12-14 19:21:51,24.000 TL,24.0,Güngören - Güneştepe Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-ev-18618437
2025-12-14 19:21:51,25.000 TL,25.0,Çekmeköy - Soğukpınar Mahallesi,,https://www.emlakjet.com/ilan/cekmekoy-soguk-pinar-mh-21-yuksek-giris-ar-18618331
2025-12-14 19:21:51,45.000 TL,45.0,Ataşehir - Küçükbakkalköy Mahallesi,,https://www.emlakjet.com/ilan/kucukbakkalkoy-kiralik-21-85-m2-kiralik-daire-18618211
2025-12-14 19:21:51,28.000 TL,28.0,Beylikdüzü - Kavaklı Mahallesi,,https://www.emlakjet.com/ilan/kavaklida-kiralik-18618180
2025-12-14 19:21:51,41.000 TL,41.0,Pendik - Sülüntepe Mahallesi,,https://www.emlakjet.com/ilan/pendik-suluntepe-site-ici-iskanli-ara-kat-kiralik-31-daire-18618175
2025-12-14 19:22:01,31.000 TL,31.0,Eyüpsultan - Güzeltepe Mahallesi,,https://www.emlakjet.com/ilan/mislife-tan-guzeltepe-metro-1-dk-kadin-ogrenciye-2-kat-21-85-m2-18618159
2025-12-14 19:22:01,35.000 TL,35.0,Küçükçekmece - İstasyon Mahallesi,,https://www.emlakjet.com/ilan/halkali-divan-residence-havuz-gol-manzaral-tadilatli-bakimli-11-18618062
2025-12-14 19:22:02,67.000 TL,67.0,Küçükçekmece - Halkalı Merkez Mahallesi,,https://www.emlakjet.com/ilan/halkali-merkez-mah-hayat-park-sitesi-bos-bakimli-kiralik-31-18618060
2025-12-14 19:22:02,45.000 TL,45.0,Ümraniye - Mehmet Akif Mahallesi,,https://www.emlakjet.com/ilan/elalmis-caddesine-yakin-kullanisli-3-1-daire-18618055
2025-12-14 19:22:02,12.000 TL,12.0,Esenyurt - Çınar Mahallesi,,https://www.emlakjet.com/ilan/baglarcesmede-kirlik-21-bahce-kati-18618001
2025-12-14 19:22:02,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Maltepe - İdealtepe Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-0501-558-26-69-ev-icin-esimi-arayin-ev-18617871
2025-12-14 19:22:02,32.000 TL,32.0,Esenyurt - Akevler Mahallesi,,https://www.emlakjet.com/ilan/regnum-kiralik-21-buyuk-terasli-esyali-yuksek-kat-daire-18617682
2025-12-14 19:22:02,20.000 TL,20.0,Sultangazi - Esentepe Mahallesi,,https://www.emlakjet.com/ilan/zafer-yapi-gayrimenkulden-kiralik-daire-1-kat-11-75m2-balkonlu-istanbul-sultangazi-esentepe-mahde-18617663
2025-12-14 19:22:03,18.000 TL,18.0,Bağcılar - Mahmutbey Mahallesi,,https://www.emlakjet.com/ilan/mahmutbey-de-kiralik-daire-21-90-m2-kombili-metroya-yakin-18617653
2025-12-14 19:22:03,35.500 TL,35.5,Kağıthane - Harmantepe Mahallesi,,https://www.emlakjet.com/ilan/tuncay-dan-kagithanede-yeni-bina-ful-luks-sifir-esyali-11-daire-18617624
2025-12-14 19:22:03,170.000 TL,170.0,Beykoz - Acarlar Mahallesi,,https://www.emlakjet.com/ilan/mesa-park-orman-2-de-31-ara-katta-on-cephe-bos-daire-18617597
2025-12-14 19:22:03,37.000 TL,37.0,Tuzla - İstasyon Mahallesi,,https://www.emlakjet.com/ilan/tuzla-guzel-konumda-marmaray-istasyonu-yakini-21-kiralik-daire-18617569
2025-12-14 19:22:03,65.000 TL,65.0,Başakşehir - Bahçeşehir 1. Kısım Mahallesi,,https://www.emlakjet.com/ilan/bahcesehir-eston-mahallem-sitesi-temiz-kose-21-kiralik-daire-18617535
2025-12-14 19:22:03,53.000 TL,53.0,Beyoğlu - Cihangir Mahallesi,,https://www.emlakjet.com/ilan/r-one-cihangir-havyar-sokakta-yenilenmis-11-kiralik-daire-eng-18617490
2025-12-14 19:22:03,100.000 TL,100.0,Beyoğlu - Hacımimi Mahallesi,,https://www.emlakjet.com/ilan/beyoglu-furnished-house-for-rent-11-with-balcony-new-building-18617489
2025-12-14 19:22:04,30.000 TL,30.0,Sancaktepe - Sarıgazi Mahallesi,,https://www.emlakjet.com/ilan/sancaktepe-sarigazi-merkezde-esyali-21-feriha-oz-yakini-18617457
2025-12-14 19:22:04,25.000 TL,25.0,Sultanbeyli - Necip Fazıl Mahallesi,,https://www.emlakjet.com/ilan/sultanbeyli-necip-fazil-mahallesinde-temiz-ve-bakimli-kapali-otoparkli-21-kiralik-daire-25-000-tl-18617416
2025-12-14 19:22:04,25.000 TL,25.0,Avcılar - Cihangir Mahallesi,,https://www.emlakjet.com/ilan/avcilar-cihangirde-yeni-binada-21-kiralik-daire-18617397
2025-12-14 19:22:04,4.000.000 TL,,Bahçelievler - Çobançeşme Mahallesi,,https://www.emlakjet.com/ilan/serkan-gayrimenkulden-bahcelievler-cobancesmede-esyali-kiralik-daire-18617376
2025-12-14 19:22:04,56.000 TL,56.0,Avcılar - Üniversite Mahallesi,,https://www.emlakjet.com/ilan/3s-firuze-konaklari-kiralik-21-esyali-manzarali-dubleks-18617334
2025-12-14 19:22:04,33.000 TL,33.0,Küçükçekmece - İnönü Mahallesi,,https://www.emlakjet.com/ilan/inonu-mahallesi-nde-21-sifir-oturuma-hazir-2-kat-kiralik-daire-18617167
2025-12-14 19:22:04,59.000 TL,59.0,Kartal - Yakacık Çarşı Mahallesi,,https://www.emlakjet.com/ilan/hastane-e5-metro-yakini-deniz-manzarali-balkonlu-firsat-31-18617156
2025-12-14 19:22:05,25.000 TL,25.0,Fatih - Ayvansaray Mahallesi,,https://www.emlakjet.com/ilan/fatih-balat-kafelere-yakin-full-yapili-kiralik-1-5-1-18617139
2025-12-14 19:22:05,28.000 TL,28.0,Küçükçekmece - İstasyon Mahallesi,,https://www.emlakjet.com/ilan/real-home-dan-vakifbank-sitesi-21-kiralik-esyali-4-kat-daire-18617087
2025-12-14 19:22:05,30.000 TL,30.0,Tuzla - Yayla Mahallesi,,https://www.emlakjet.com/ilan/sehriyaz-besevler-kiralik-kapali-mutfak-21-landmark-gyh-18617062
2025-12-14 19:22:05,28.000 TL,28.0,Ümraniye - Namık Kemal Mahallesi,,https://www.emlakjet.com/ilan/umraniye-namik-kamal-yunus-emre-caddesi-talatpasa-caddesi-uzerinde-18617019
2025-12-14 19:22:05,35.000 TL,35.0,Üsküdar - Valide-i Atik Mahallesi,,https://www.emlakjet.com/ilan/nobelden-kiralik-21-valide-atik-uskudar-18616978
2025-12-14 19:22:05,16.000 TL,16.0,Esenler - Fatih Mahallesi,,https://www.emlakjet.com/ilan/metropol-emlak-tan-kiralik-daire-fatih-mahallesi-18616956
2025-12-14 19:22:05,58.500 TL,58.5,Ataşehir - Atatürk Mahallesi,,https://www.emlakjet.com/ilan/atasehir-atapark-konutlari-kiralik-21-daire-18616879
2025-12-14 19:22:06,20.000 TL,20.0,Gaziosmanpaşa - Bağlarbaşı Mahallesi,,https://www.emlakjet.com/ilan/gaziosmanpasa-da-kiralik-daire-18616843
2025-12-14 19:22:15,70.000 TL,70.0,Zeytinburnu - Sümer Mahallesi,,https://www.emlakjet.com/ilan/locamahal-de-21-118-m-saheser-ebeveyn-banyolu-kiralik-daire-18615130
2025-12-14 19:22:15,50.000 TL,50.0,Beşiktaş - Yıldız Mahallesi,,https://www.emlakjet.com/ilan/besiktas-ciragan-da-iskeleye-cok-yakin-merkezi-konumda-18615106
2025-12-14 19:22:15,40.000 TL,40.0,Kağıthane - Merkez Mahallesi,,https://www.emlakjet.com/ilan/derin-emlaktan-merkezde-guney-cepheli-havuz-manzarali-luks-ferah-daire-18614974
2025-12-14 19:22:16,18.000 TL,18.0,Bağcılar - Demirkapı Mahallesi,,https://www.emlakjet.com/ilan/kiralik-daire-18614967
2025-12-14 19:22:16,80.000 TL,80.0,Büyükçekmece - Ekinoba Mahallesi,,https://www.emlakjet.com/ilan/buyukcekmece-rose-marine-butik-sitesinde-41-kiralik-daire-18614899
2025-12-14 19:22:16,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Büyükçekmece - Fatih Mahallesi,,https://www.emlakjet.com/ilan/buyukcekmece-fatih-mahallesi-gul-evleri-kiralik-31-18614898
2025-12-14 19:22:16,"40.000 TL
45.000 TL",,Kadıköy - Rasimpaşa Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-0501-558-26-69-18614852
2025-12-14 19:22:16,75.000 TL,75.0,Kadıköy - Suadiye Mahallesi,,https://www.emlakjet.com/ilan/turyap-koza-dan-21-kiralik-daire-18614762
2025-12-14 19:22:16,"25.000 TL
29.000 TL",,Avcılar - Gümüşpala Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-evimiz-0501-605-36-95-evim-esimi-18614735
2025-12-14 19:22:17,"28.000 TL
30.000 TL",,Üsküdar - Selami Ali Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0538-239-74-35-arayiniz-18614724
2025-12-14 19:22:17,21.000 TL,21.0,Sancaktepe - Abdurrahmangazi Mahallesi,,https://www.emlakjet.com/ilan/sancaktepe-metroya-yurume-mesf-kiralik-31arakat-daire-18614696
2025-12-14 19:22:17,30.000 TL,30.0,Başakşehir - Başakşehir Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-evimiz-0501-605-36-95-esimi-arayin-evicin-18614682
2025-12-14 19:22:17,36.000 TL,36.0,Bahçelievler - Kocasinan Merkez Mahallesi,,https://www.emlakjet.com/ilan/erarslandan-memura-21daire-75m2-y-giris-hastane-arkasi-sakinyer-18614671
2025-12-14 19:22:17,62.000 TL,62.0,Çekmeköy - Mimar Sinan Mahallesi,,https://www.emlakjet.com/ilan/besyildiz-5-etap-sitesi-kiralik-150m2-31-daire-18614630
2025-12-14 19:22:17,"25.000 TL
28.000 TL",,Pendik - Güzelyalı Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0538-239-18614610
2025-12-14 19:22:17,30.000 TL,30.0,Başakşehir - Altınşehir Mahallesi,,https://www.emlakjet.com/ilan/basaksehir-altinsehir-mah-120-m2-31-kiralik-daire-18614584
2025-12-14 19:22:18,"23.000 TL
25.000 TL",,Kartal - Soğanlık Yeni Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-0538-239-74-35-arayiniz-18614580
2025-12-14 19:22:18,30.000 TL,30.0,Üsküdar - Ünalan Mahallesi,,https://www.emlakjet.com/ilan/kiralik-31-daire-18614567
2025-12-14 19:22:18,40.000 TL,40.0,Ümraniye - Aşağı Dudullu Mahallesi,,https://www.emlakjet.com/ilan/anka-dan-asagi-dudullu-hamza-yerlikaya-bulvarinda-31-18614525
2025-12-14 19:22:18,23.000 TL,23.0,Bağcılar - Mahmutbey Mahallesi,,https://www.emlakjet.com/ilan/bagcilar-mahmut-beyde-kiralik-31-4-kat-18614492
2025-12-14 19:22:18,34.000 TL,34.0,Kartal - Gümüşpınar Mahallesi,,https://www.emlakjet.com/ilan/kartal-soganlik-gumuspinar-kiralik-arakat-21-18614439
2025-12-14 19:22:18,56.000 TL,56.0,Üsküdar - Kısıklı Mahallesi,,https://www.emlakjet.com/ilan/anka-dan-kisikli-mah-ferah-yasam-alani-devasa-kiralik-31-daire-18614432
2025-12-14 19:22:18,35.000 TL,35.0,Üsküdar - Bulgurlu Mahallesi,,https://www.emlakjet.com/ilan/libadiye-metroya-3-dk-hayatin-merkezinde-modern-sifir-21-18614430
2025-12-14 19:22:19,32.500 TL,32.5,Ümraniye - Cemil Meriç Mahallesi,,https://www.emlakjet.com/ilan/umraniye-cemil-meric-mahallesi-nde-2-1-sifir-ara-kat-kiralik-18614391
2025-12-14 19:22:19,16.000 TL,16.0,Beykoz - Tokatköy Mahallesi,,https://www.emlakjet.com/ilan/beykoz-tokatkoy-bahceli-21-kiralik-daire-18614382
2025-12-14 19:22:19,"23.000 TL
27.000 TL",,Küçükçekmece - Söğütlü Çeşme Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0538-236-58-89-18614362
2025-12-14 19:22:19,36.000 TL,36.0,Silivri - Mimar Sinan Mahallesi,,https://www.emlakjet.com/ilan/istanbul-sun-of-silivri-esyali-21-super-daire-18614316
2025-12-14 19:22:19,"22.000 TL
25.000 TL",,Tuzla - Yayla Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0538-236-58-89-arayiniz-18614299
2025-12-14 19:22:20,35.000 TL,35.0,Üsküdar - Mehmet Akif Ersoy Mahallesi,,https://www.emlakjet.com/ilan/emlak-konutta-kiralik-11-55-m-modern-acik-mutfakli-daire-18614231
2025-12-14 19:22:30,45.000 TL,45.0,Büyükçekmece - Fatih Mahallesi,,https://www.emlakjet.com/ilan/buyukcekmece-fatih-mahallesi-gul-evleri-kiralik-31-18614898
2025-12-14 19:22:30,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Kadıköy - Rasimpaşa Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-0501-558-26-69-18614852
2025-12-14 19:22:33,65.000 TL,65.0,Üsküdar - Mehmet Akif Ersoy Mahallesi,,https://www.emlakjet.com/ilan/21-140-mt2-kiralik-deniz-manzarali-genis-dublex-emlak-konut-18614230
2025-12-14 19:22:33,"28.000 TL
30.000 TL",,Bahçelievler - Soğanlı Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0538-236-58-89-arayiniz-18614226
2025-12-14 19:22:43,İstanbul ilindeki ortalama kiralık ev fiyatı: 32 Bin TL,32.0,Küçükçekmece - Söğütlü Çeşme Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0538-236-58-89-18614362
2025-12-14 19:22:43,"25.000 TL
27.000 TL",,Esenler - Kazım Karabekir Mahallesi,,https://www.emlakjet.com/ilan/sahibinden-kiralik-0501-558-26-69-ev-icin-esimi-arayin-18614193
2025-12-14 19:22:44,"22.000 TL
24.000 TL",,Ümraniye - Ihlamurkuyu Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0501-575-16-33-arayiniz-18614178
2025-12-14 19:22:44,21.000 TL,21.0,Fatih - Koca Mustafapaşa Mahallesi,,https://www.emlakjet.com/ilan/mulk-sahibinden-0501-575-16-33-arayiniz-18614138
2025-12-14 19:22:44,30.000 TL,30.0,Maltepe - Zümrütevler Mahallesi,,https://www.emlakjet.com/ilan/maltepe-zumrutevlerde-site-icerisinde-kismi-esyali-31-130-m2-18614053
2025-12-14 19:22:44,20.000 TL,20.0,Bayrampaşa - Kartaltepe Mahallesi,,https://www.emlakjet.com/ilan/kartaltepe-mah-kiralik-21-daire-sahibinden-o538-62o-3o-78-bu-numara-ile-iletisime-gecin-18614022
2025-12-14 19:22:44,32.000 TL,32.0,Bayrampaşa - Orta Mahallesi,,https://www.emlakjet.com/ilan/bayrampasa-orta-mahalle-de-21-kiralik-daire-18614014
2025-12-14 19:22:44,15.000 TL,15.0,Pendik - Güzelyalı Mahallesi,,https://www.emlakjet.com/ilan/kiralik-daire-pendik-guzyali-mahallesi-18614008
2025-12-14 19:22:44,22.000 TL,22.0,Zeytinburnu - Seyitnizam Mahallesi,,https://www.emlakjet.com/ilan/seyitnizam-mah-kiralik-21-daire-o534-968-91-35-ev-sahibinin-numarasi-arayin-18614003
2025-12-14 19:22:45,"40.000 TL
45.000 TL",,Bakırköy - Zuhuratbaba Mahallesi,,https://www.emlakjet.com/ilan/demir-kapi-cd-yakin-sahibinden-kiralik-evimiz-18614002
